,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
3734,HG1,NO2,10/06/2018 21:30,32.7,ug m-3,P
3735,HG1,NO2,10/06/2018 21:45,27.5,ug m-3,P
3736,HG1,NO2,10/06/2018 22:00,23.5,ug m-3,P
3737,HG1,NO2,10/06/2018 22:15,28.9,ug m-3,P
3738,HG1,NO2,10/06/2018 22:30,24.8,ug m-3,P
3739,HG1,NO2,10/06/2018 22:45,25.4,ug m-3,P
3740,HG1,NO2,10/06/2018 23:00,30.2,ug m-3,P
3741,HG1,NO2,10/06/2018 23:15,25.7,ug m-3,P
3742,HG1,NO2,10/06/2018 23:30,26.2,ug m-3,P
3743,HG1,NO2,10/06/2018 23:45,22.2,ug m-3,P
3744,HG1,NO2,11/06/2018 00:00,19.2,ug m-3,P
3745,HG1,NO2,11/06/2018 00:15,15.8,ug m-3,P
3746,HG1,NO2,11/06/2018 00:30,15.6,ug m-3,P
3747,HG1,NO2,11/06/2018 00:45,,ug m-3,P
3748,HG1,NO2,11/06/2018 01:00,,ug m-3,P
3749,HG1,NO2,11/06/2018 01:15,18.4,ug m-3,P
3750,HG1,NO2,11/06/2018 01:30,17.4,ug m-3,P
3751,HG1,NO2,11/06/2018 01:45,14.2,ug m-3,P
3752,HG1,NO2,11/06/2018 02:00,23.1,ug m-3,P
3753,HG1,NO2,11/06/2018 02:15,22.5,ug m-3,P
3754,HG1,NO2,11/06/2018 02:30,21.3,ug m-3,P
3755,HG1,NO2,11/06/2018 02:45,20.9,ug m-3,P
3756,HG1,NO2,11/06/2018 03:00,19.6,ug m-3,P
3757,HG1,NO2,11/06/2018 03:15,22.4,ug m-3,P
3758,HG1,NO2,11/06/2018 03:30,29.9,ug m-3,P
3759,HG1,NO2,11/06/2018 03:45,28.6,ug m-3,P
3760,HG1,NO2,11/06/2018 04:00,30.5,ug m-3,P
3761,HG1,NO2,11/06/2018 04:15,33.1,ug m-3,P
3762,HG1,NO2,11/06/2018 04:30,29.6,ug m-3,P
3763,HG1,NO2,11/06/2018 04:45,24.0,ug m-3,P
3764,HG1,NO2,11/06/2018 05:00,34.1,ug m-3,P
3765,HG1,NO2,11/06/2018 05:15,32.1,ug m-3,P
3766,HG1,NO2,11/06/2018 05:30,36.6,ug m-3,P
3767,HG1,NO2,11/06/2018 05:45,36.7,ug m-3,P
3768,HG1,NO2,11/06/2018 06:00,21.9,ug m-3,P
3769,HG1,NO2,11/06/2018 06:15,23.5,ug m-3,P
3770,HG1,NO2,11/06/2018 06:30,23.5,ug m-3,P
3771,HG1,NO2,11/06/2018 06:45,27.6,ug m-3,P
3772,HG1,NO2,11/06/2018 07:00,23.1,ug m-3,P
3773,HG1,NO2,11/06/2018 07:15,32.4,ug m-3,P
3774,HG1,NO2,11/06/2018 07:30,25.8,ug m-3,P
3775,HG1,NO2,11/06/2018 07:45,24.4,ug m-3,P
3776,HG1,NO2,11/06/2018 08:00,24.6,ug m-3,P
3777,HG1,NO2,11/06/2018 08:15,25.1,ug m-3,P
3778,HG1,NO2,11/06/2018 08:30,22.4,ug m-3,P
3779,HG1,NO2,11/06/2018 08:45,26.4,ug m-3,P
3780,HG1,NO2,11/06/2018 09:00,23.3,ug m-3,P
3781,HG1,NO2,11/06/2018 09:15,26.2,ug m-3,P
3782,HG1,NO2,11/06/2018 09:30,30.4,ug m-3,P
3783,HG1,NO2,11/06/2018 09:45,21.9,ug m-3,P
3784,HG1,NO2,11/06/2018 10:00,26.4,ug m-3,P
3785,HG1,NO2,11/06/2018 10:15,,ug m-3,P
3786,HG1,NO2,11/06/2018 10:30,,ug m-3,P
3787,HG1,NO2,11/06/2018 10:45,21.2,ug m-3,P
3788,HG1,NO2,11/06/2018 11:00,23.6,ug m-3,P
3789,HG1,NO2,11/06/2018 11:15,16.9,ug m-3,P
3790,HG1,NO2,11/06/2018 11:30,22.9,ug m-3,P
3791,HG1,NO2,11/06/2018 11:45,19.9,ug m-3,P
3792,HG1,NO2,11/06/2018 12:00,20.8,ug m-3,P
3793,HG1,NO2,11/06/2018 12:15,21.3,ug m-3,P
3794,HG1,NO2,11/06/2018 12:30,18.7,ug m-3,P
3795,HG1,NO2,11/06/2018 12:45,19.8,ug m-3,P
3796,HG1,NO2,11/06/2018 13:00,18.4,ug m-3,P
3797,HG1,NO2,11/06/2018 13:15,21.4,ug m-3,P
3798,HG1,NO2,11/06/2018 13:30,25.9,ug m-3,P
3799,HG1,NO2,11/06/2018 13:45,25.4,ug m-3,P
3800,HG1,NO2,11/06/2018 14:00,17.8,ug m-3,P
3801,HG1,NO2,11/06/2018 14:15,23.4,ug m-3,P
3802,HG1,NO2,11/06/2018 14:30,29.7,ug m-3,P
3803,HG1,NO2,11/06/2018 14:45,18.2,ug m-3,P
3804,HG1,NO2,11/06/2018 15:00,24.5,ug m-3,P
3805,HG1,NO2,11/06/2018 15:15,20.9,ug m-3,P
3806,HG1,NO2,11/06/2018 15:30,27.8,ug m-3,P
3807,HG1,NO2,11/06/2018 15:45,27.9,ug m-3,P
3808,HG1,NO2,11/06/2018 16:00,33.5,ug m-3,P
3809,HG1,NO2,11/06/2018 16:15,30.7,ug m-3,P
3810,HG1,NO2,11/06/2018 16:30,25.4,ug m-3,P
3811,HG1,NO2,11/06/2018 16:45,26.2,ug m-3,P
3812,HG1,NO2,11/06/2018 17:00,31.0,ug m-3,P
3813,HG1,NO2,11/06/2018 17:15,31.1,ug m-3,P
3814,HG1,NO2,11/06/2018 17:30,33.7,ug m-3,P
3815,HG1,NO2,11/06/2018 17:45,33.7,ug m-3,P
3816,HG1,NO2,11/06/2018 18:00,27.0,ug m-3,P
3817,HG1,NO2,11/06/2018 18:15,32.3,ug m-3,P
3818,HG1,NO2,11/06/2018 18:30,32.1,ug m-3,P
3819,HG1,NO2,11/06/2018 18:45,27.2,ug m-3,P
3820,HG1,NO2,11/06/2018 19:00,32.5,ug m-3,P
3821,HG1,NO2,11/06/2018 19:15,27.6,ug m-3,P
3822,HG1,NO2,11/06/2018 19:30,27.0,ug m-3,P
3823,HG1,NO2,11/06/2018 19:45,35.6,ug m-3,P
3824,HG1,NO2,11/06/2018 20:00,36.7,ug m-3,P
3825,HG1,NO2,11/06/2018 20:15,28.2,ug m-3,P
3826,HG1,NO2,11/06/2018 20:30,25.3,ug m-3,P
3827,HG1,NO2,11/06/2018 20:45,26.5,ug m-3,P
3828,HG1,NO2,11/06/2018 21:00,32.6,ug m-3,P
3829,HG1,NO2,11/06/2018 21:15,36.9,ug m-3,P
3830,HG1,NO2,11/06/2018 21:30,24.6,ug m-3,P
3831,HG1,NO2,11/06/2018 21:45,31.7,ug m-3,P
3832,HG1,NO2,11/06/2018 22:00,28.6,ug m-3,P
3833,HG1,NO2,11/06/2018 22:15,26.6,ug m-3,P
3834,HG1,NO2,11/06/2018 22:30,24.9,ug m-3,P
3835,HG1,NO2,11/06/2018 22:45,30.9,ug m-3,P
3836,HG1,NO2,11/06/2018 23:00,20.6,ug m-3,P
3837,HG1,NO2,11/06/2018 23:15,26.3,ug m-3,P
3838,HG1,NO2,11/06/2018 23:30,24.5,ug m-3,P
3839,HG1,NO2,11/06/2018 23:45,26.3,ug m-3,P
3840,HG1,NO2,12/06/2018 00:00,24.7,ug m-3,P
3841,HG1,NO2,12/06/2018 00:15,29.4,ug m-3,P
3842,HG1,NO2,12/06/2018 00:30,31.9,ug m-3,P
3843,HG1,NO2,12/06/2018 00:45,,ug m-3,P
3844,HG1,NO2,12/06/2018 01:00,,ug m-3,P
3845,HG1,NO2,12/06/2018 01:15,24.4,ug m-3,P
3846,HG1,NO2,12/06/2018 01:30,28.4,ug m-3,P
3847,HG1,NO2,12/06/2018 01:45,35.4,ug m-3,P
3848,HG1,NO2,12/06/2018 02:00,32.0,ug m-3,P
3849,HG1,NO2,12/06/2018 02:15,26.6,ug m-3,P
3850,HG1,NO2,12/06/2018 02:30,19.0,ug m-3,P
3851,HG1,NO2,12/06/2018 02:45,18.4,ug m-3,P
3852,HG1,NO2,12/06/2018 03:00,16.6,ug m-3,P
3853,HG1,NO2,12/06/2018 03:15,17.3,ug m-3,P
3854,HG1,NO2,12/06/2018 03:30,12.9,ug m-3,P
3855,HG1,NO2,12/06/2018 03:45,12.3,ug m-3,P
3856,HG1,NO2,12/06/2018 04:00,12.2,ug m-3,P
3857,HG1,NO2,12/06/2018 04:15,16.6,ug m-3,P
3858,HG1,NO2,12/06/2018 04:30,16.9,ug m-3,P
3859,HG1,NO2,12/06/2018 04:45,18.5,ug m-3,P
3860,HG1,NO2,12/06/2018 05:00,26.0,ug m-3,P
3861,HG1,NO2,12/06/2018 05:15,29.3,ug m-3,P
3862,HG1,NO2,12/06/2018 05:30,30.2,ug m-3,P
3863,HG1,NO2,12/06/2018 05:45,31.3,ug m-3,P
3864,HG1,NO2,12/06/2018 06:00,30.4,ug m-3,P
3865,HG1,NO2,12/06/2018 06:15,28.4,ug m-3,P
3866,HG1,NO2,12/06/2018 06:30,32.3,ug m-3,P
3867,HG1,NO2,12/06/2018 06:45,32.4,ug m-3,P
3868,HG1,NO2,12/06/2018 07:00,29.5,ug m-3,P
3869,HG1,NO2,12/06/2018 07:15,41.4,ug m-3,P
3870,HG1,NO2,12/06/2018 07:30,40.4,ug m-3,P
3871,HG1,NO2,12/06/2018 07:45,42.9,ug m-3,P
3872,HG1,NO2,12/06/2018 08:00,44.1,ug m-3,P
3873,HG1,NO2,12/06/2018 08:15,36.1,ug m-3,P
3874,HG1,NO2,12/06/2018 08:30,28.4,ug m-3,P
3875,HG1,NO2,12/06/2018 08:45,35.1,ug m-3,P
3876,HG1,NO2,12/06/2018 09:00,34.9,ug m-3,P
3877,HG1,NO2,12/06/2018 09:15,33.0,ug m-3,P
3878,HG1,NO2,12/06/2018 09:30,40.4,ug m-3,P
3879,HG1,NO2,12/06/2018 09:45,38.7,ug m-3,P
3880,HG1,NO2,12/06/2018 10:00,31.0,ug m-3,P
3881,HG1,NO2,12/06/2018 10:15,32.8,ug m-3,P
3882,HG1,NO2,12/06/2018 10:30,32.3,ug m-3,P
3883,HG1,NO2,12/06/2018 10:45,32.9,ug m-3,P
3884,HG1,NO2,12/06/2018 11:00,32.6,ug m-3,P
3885,HG1,NO2,12/06/2018 11:15,39.2,ug m-3,P
3886,HG1,NO2,12/06/2018 11:30,35.8,ug m-3,P
3887,HG1,NO2,12/06/2018 11:45,37.7,ug m-3,P
3888,HG1,NO2,12/06/2018 12:00,31.7,ug m-3,P
3889,HG1,NO2,12/06/2018 12:15,33.3,ug m-3,P
3890,HG1,NO2,12/06/2018 12:30,30.2,ug m-3,P
3891,HG1,NO2,12/06/2018 12:45,30.5,ug m-3,P
3892,HG1,NO2,12/06/2018 13:00,29.6,ug m-3,P
3893,HG1,NO2,12/06/2018 13:15,38.8,ug m-3,P
3894,HG1,NO2,12/06/2018 13:30,29.0,ug m-3,P
3895,HG1,NO2,12/06/2018 13:45,33.6,ug m-3,P
3896,HG1,NO2,12/06/2018 14:00,36.2,ug m-3,P
3897,HG1,NO2,12/06/2018 14:15,46.8,ug m-3,P
3898,HG1,NO2,12/06/2018 14:30,45.5,ug m-3,P
3899,HG1,NO2,12/06/2018 14:45,44.2,ug m-3,P
3900,HG1,NO2,12/06/2018 15:00,37.4,ug m-3,P
3901,HG1,NO2,12/06/2018 15:15,28.6,ug m-3,P
3902,HG1,NO2,12/06/2018 15:30,37.9,ug m-3,P
3903,HG1,NO2,12/06/2018 15:45,33.6,ug m-3,P
3904,HG1,NO2,12/06/2018 16:00,26.6,ug m-3,P
3905,HG1,NO2,12/06/2018 16:15,36.3,ug m-3,P
3906,HG1,NO2,12/06/2018 16:30,44.6,ug m-3,P
3907,HG1,NO2,12/06/2018 16:45,32.1,ug m-3,P
3908,HG1,NO2,12/06/2018 17:00,35.9,ug m-3,P
3909,HG1,NO2,12/06/2018 17:15,27.3,ug m-3,P
3910,HG1,NO2,12/06/2018 17:30,39.1,ug m-3,P
3911,HG1,NO2,12/06/2018 17:45,33.1,ug m-3,P
3912,HG1,NO2,12/06/2018 18:00,33.7,ug m-3,P
3913,HG1,NO2,12/06/2018 18:15,29.1,ug m-3,P
3914,HG1,NO2,12/06/2018 18:30,32.6,ug m-3,P
3915,HG1,NO2,12/06/2018 18:45,25.9,ug m-3,P
3916,HG1,NO2,12/06/2018 19:00,24.0,ug m-3,P
3917,HG1,NO2,12/06/2018 19:15,30.3,ug m-3,P
3918,HG1,NO2,12/06/2018 19:30,34.2,ug m-3,P
3919,HG1,NO2,12/06/2018 19:45,33.4,ug m-3,P
3920,HG1,NO2,12/06/2018 20:00,35.8,ug m-3,P
3921,HG1,NO2,12/06/2018 20:15,32.7,ug m-3,P
3922,HG1,NO2,12/06/2018 20:30,39.7,ug m-3,P
3923,HG1,NO2,12/06/2018 20:45,34.2,ug m-3,P
3924,HG1,NO2,12/06/2018 21:00,39.1,ug m-3,P
3925,HG1,NO2,12/06/2018 21:15,40.2,ug m-3,P
3926,HG1,NO2,12/06/2018 21:30,37.9,ug m-3,P
3927,HG1,NO2,12/06/2018 21:45,46.0,ug m-3,P
3928,HG1,NO2,12/06/2018 22:00,39.4,ug m-3,P
3929,HG1,NO2,12/06/2018 22:15,33.1,ug m-3,P
3930,HG1,NO2,12/06/2018 22:30,35.4,ug m-3,P
3931,HG1,NO2,12/06/2018 22:45,33.4,ug m-3,P
3932,HG1,NO2,12/06/2018 23:00,32.6,ug m-3,P
3933,HG1,NO2,12/06/2018 23:15,27.4,ug m-3,P
3934,HG1,NO2,12/06/2018 23:30,27.2,ug m-3,P
3935,HG1,NO2,12/06/2018 23:45,28.6,ug m-3,P
3936,HG1,NO2,13/06/2018 00:00,29.4,ug m-3,P
3937,HG1,NO2,13/06/2018 00:15,37.3,ug m-3,P
3938,HG1,NO2,13/06/2018 00:30,30.5,ug m-3,P
3939,HG1,NO2,13/06/2018 00:45,,ug m-3,P
3940,HG1,NO2,13/06/2018 01:00,,ug m-3,P
3941,HG1,NO2,13/06/2018 01:15,33.7,ug m-3,P
3942,HG1,NO2,13/06/2018 01:30,32.3,ug m-3,P
3943,HG1,NO2,13/06/2018 01:45,33.1,ug m-3,P
3944,HG1,NO2,13/06/2018 02:00,32.1,ug m-3,P
3945,HG1,NO2,13/06/2018 02:15,31.4,ug m-3,P
3946,HG1,NO2,13/06/2018 02:30,30.2,ug m-3,P
3947,HG1,NO2,13/06/2018 02:45,34.1,ug m-3,P
3948,HG1,NO2,13/06/2018 03:00,33.8,ug m-3,P
3949,HG1,NO2,13/06/2018 03:15,35.1,ug m-3,P
3950,HG1,NO2,13/06/2018 03:30,34.9,ug m-3,P
3951,HG1,NO2,13/06/2018 03:45,35.0,ug m-3,P
3952,HG1,NO2,13/06/2018 04:00,34.0,ug m-3,P
3953,HG1,NO2,13/06/2018 04:15,31.4,ug m-3,P
3954,HG1,NO2,13/06/2018 04:30,32.7,ug m-3,P
3955,HG1,NO2,13/06/2018 04:45,35.9,ug m-3,P
3956,HG1,NO2,13/06/2018 05:00,38.6,ug m-3,P
3957,HG1,NO2,13/06/2018 05:15,37.0,ug m-3,P
3958,HG1,NO2,13/06/2018 05:30,39.1,ug m-3,P
3959,HG1,NO2,13/06/2018 05:45,36.2,ug m-3,P
3960,HG1,NO2,13/06/2018 06:00,44.9,ug m-3,P
3961,HG1,NO2,13/06/2018 06:15,48.5,ug m-3,P
3962,HG1,NO2,13/06/2018 06:30,55.0,ug m-3,P
3963,HG1,NO2,13/06/2018 06:45,55.2,ug m-3,P
3964,HG1,NO2,13/06/2018 07:00,53.6,ug m-3,P
3965,HG1,NO2,13/06/2018 07:15,61.7,ug m-3,P
3966,HG1,NO2,13/06/2018 07:30,59.0,ug m-3,P
3967,HG1,NO2,13/06/2018 07:45,63.3,ug m-3,P
3968,HG1,NO2,13/06/2018 08:00,51.7,ug m-3,P
3969,HG1,NO2,13/06/2018 08:15,47.9,ug m-3,P
3970,HG1,NO2,13/06/2018 08:30,50.1,ug m-3,P
3971,HG1,NO2,13/06/2018 08:45,55.7,ug m-3,P
3972,HG1,NO2,13/06/2018 09:00,57.2,ug m-3,P
3973,HG1,NO2,13/06/2018 09:15,56.3,ug m-3,P
3974,HG1,NO2,13/06/2018 09:30,54.4,ug m-3,P
3975,HG1,NO2,13/06/2018 09:45,41.8,ug m-3,P
3976,HG1,NO2,13/06/2018 10:00,36.9,ug m-3,P
3977,HG1,NO2,13/06/2018 10:15,45.0,ug m-3,P
3978,HG1,NO2,13/06/2018 10:30,44.2,ug m-3,P
3979,HG1,NO2,13/06/2018 10:45,35.3,ug m-3,P
3980,HG1,NO2,13/06/2018 11:00,33.4,ug m-3,P
3981,HG1,NO2,13/06/2018 11:15,38.1,ug m-3,P
3982,HG1,NO2,13/06/2018 11:30,53.8,ug m-3,P
3983,HG1,NO2,13/06/2018 11:45,40.0,ug m-3,P
3984,HG1,NO2,13/06/2018 12:00,48.9,ug m-3,P
3985,HG1,NO2,13/06/2018 12:15,40.0,ug m-3,P
3986,HG1,NO2,13/06/2018 12:30,37.1,ug m-3,P
3987,HG1,NO2,13/06/2018 12:45,47.7,ug m-3,P
3988,HG1,NO2,13/06/2018 13:00,39.2,ug m-3,P
3989,HG1,NO2,13/06/2018 13:15,54.4,ug m-3,P
3990,HG1,NO2,13/06/2018 13:30,58.5,ug m-3,P
3991,HG1,NO2,13/06/2018 13:45,46.4,ug m-3,P
3992,HG1,NO2,13/06/2018 14:00,40.0,ug m-3,P
3993,HG1,NO2,13/06/2018 14:15,49.1,ug m-3,P
3994,HG1,NO2,13/06/2018 14:30,42.6,ug m-3,P
3995,HG1,NO2,13/06/2018 14:45,47.9,ug m-3,P
3996,HG1,NO2,13/06/2018 15:00,44.1,ug m-3,P
3997,HG1,NO2,13/06/2018 15:15,38.4,ug m-3,P
3998,HG1,NO2,13/06/2018 15:30,40.2,ug m-3,P
3999,HG1,NO2,13/06/2018 15:45,38.6,ug m-3,P
4000,HG1,NO2,13/06/2018 16:00,45.9,ug m-3,P
4001,HG1,NO2,13/06/2018 16:15,44.1,ug m-3,P
4002,HG1,NO2,13/06/2018 16:30,43.6,ug m-3,P
4003,HG1,NO2,13/06/2018 16:45,42.4,ug m-3,P
4004,HG1,NO2,13/06/2018 17:00,41.3,ug m-3,P
4005,HG1,NO2,13/06/2018 17:15,37.3,ug m-3,P
4006,HG1,NO2,13/06/2018 17:30,38.0,ug m-3,P
4007,HG1,NO2,13/06/2018 17:45,43.6,ug m-3,P
4008,HG1,NO2,13/06/2018 18:00,43.0,ug m-3,P
4009,HG1,NO2,13/06/2018 18:15,28.5,ug m-3,P
4010,HG1,NO2,13/06/2018 18:30,34.7,ug m-3,P
4011,HG1,NO2,13/06/2018 18:45,39.5,ug m-3,P
4012,HG1,NO2,13/06/2018 19:00,42.1,ug m-3,P
4013,HG1,NO2,13/06/2018 19:15,40.4,ug m-3,P
4014,HG1,NO2,13/06/2018 19:30,35.9,ug m-3,P
4015,HG1,NO2,13/06/2018 19:45,32.9,ug m-3,P
4016,HG1,NO2,13/06/2018 20:00,33.4,ug m-3,P
4017,HG1,NO2,13/06/2018 20:15,32.4,ug m-3,P
4018,HG1,NO2,13/06/2018 20:30,36.9,ug m-3,P
4019,HG1,NO2,13/06/2018 20:45,33.2,ug m-3,P
4020,HG1,NO2,13/06/2018 21:00,36.5,ug m-3,P
4021,HG1,NO2,13/06/2018 21:15,43.6,ug m-3,P
4022,HG1,NO2,13/06/2018 21:30,40.0,ug m-3,P
4023,HG1,NO2,13/06/2018 21:45,40.1,ug m-3,P
4024,HG1,NO2,13/06/2018 22:00,40.8,ug m-3,P
4025,HG1,NO2,13/06/2018 22:15,39.4,ug m-3,P
4026,HG1,NO2,13/06/2018 22:30,35.6,ug m-3,P
4027,HG1,NO2,13/06/2018 22:45,39.1,ug m-3,P
4028,HG1,NO2,13/06/2018 23:00,35.3,ug m-3,P
4029,HG1,NO2,13/06/2018 23:15,41.7,ug m-3,P
4030,HG1,NO2,13/06/2018 23:30,35.9,ug m-3,P
4031,HG1,NO2,13/06/2018 23:45,31.5,ug m-3,P
4032,HG1,NO2,14/06/2018 00:00,25.2,ug m-3,P
4033,HG1,NO2,14/06/2018 00:15,22.9,ug m-3,P
4034,HG1,NO2,14/06/2018 00:30,19.1,ug m-3,P
4035,HG1,NO2,14/06/2018 00:45,,ug m-3,P
4036,HG1,NO2,14/06/2018 01:00,,ug m-3,P
4037,HG1,NO2,14/06/2018 01:15,18.1,ug m-3,P
4038,HG1,NO2,14/06/2018 01:30,16.6,ug m-3,P
4039,HG1,NO2,14/06/2018 01:45,13.3,ug m-3,P
4040,HG1,NO2,14/06/2018 02:00,13.8,ug m-3,P
4041,HG1,NO2,14/06/2018 02:15,13.5,ug m-3,P
4042,HG1,NO2,14/06/2018 02:30,15.0,ug m-3,P
4043,HG1,NO2,14/06/2018 02:45,13.4,ug m-3,P
4044,HG1,NO2,14/06/2018 03:00,13.8,ug m-3,P
4045,HG1,NO2,14/06/2018 03:15,11.4,ug m-3,P
4046,HG1,NO2,14/06/2018 03:30,13.2,ug m-3,P
4047,HG1,NO2,14/06/2018 03:45,16.1,ug m-3,P
4048,HG1,NO2,14/06/2018 04:00,15.8,ug m-3,P
4049,HG1,NO2,14/06/2018 04:15,15.9,ug m-3,P
4050,HG1,NO2,14/06/2018 04:30,15.0,ug m-3,P
4051,HG1,NO2,14/06/2018 04:45,16.7,ug m-3,P
4052,HG1,NO2,14/06/2018 05:00,21.7,ug m-3,P
4053,HG1,NO2,14/06/2018 05:15,18.2,ug m-3,P
4054,HG1,NO2,14/06/2018 05:30,26.3,ug m-3,P
4055,HG1,NO2,14/06/2018 05:45,27.2,ug m-3,P
4056,HG1,NO2,14/06/2018 06:00,26.8,ug m-3,P
4057,HG1,NO2,14/06/2018 06:15,25.9,ug m-3,P
4058,HG1,NO2,14/06/2018 06:30,28.0,ug m-3,P
4059,HG1,NO2,14/06/2018 06:45,29.8,ug m-3,P
4060,HG1,NO2,14/06/2018 07:00,25.3,ug m-3,P
4061,HG1,NO2,14/06/2018 07:15,32.4,ug m-3,P
4062,HG1,NO2,14/06/2018 07:30,30.8,ug m-3,P
4063,HG1,NO2,14/06/2018 07:45,33.8,ug m-3,P
4064,HG1,NO2,14/06/2018 08:00,36.0,ug m-3,P
4065,HG1,NO2,14/06/2018 08:15,36.5,ug m-3,P
4066,HG1,NO2,14/06/2018 08:30,29.0,ug m-3,P
4067,HG1,NO2,14/06/2018 08:45,29.5,ug m-3,P
4068,HG1,NO2,14/06/2018 09:00,25.9,ug m-3,P
4069,HG1,NO2,14/06/2018 09:15,28.1,ug m-3,P
4070,HG1,NO2,14/06/2018 09:30,34.6,ug m-3,P
4071,HG1,NO2,14/06/2018 09:45,26.6,ug m-3,P
4072,HG1,NO2,14/06/2018 10:00,31.9,ug m-3,P
4073,HG1,NO2,14/06/2018 10:15,29.8,ug m-3,P
4074,HG1,NO2,14/06/2018 10:30,29.2,ug m-3,P
4075,HG1,NO2,14/06/2018 10:45,27.4,ug m-3,P
4076,HG1,NO2,14/06/2018 11:00,24.4,ug m-3,P
4077,HG1,NO2,14/06/2018 11:15,26.1,ug m-3,P
4078,HG1,NO2,14/06/2018 11:30,23.3,ug m-3,P
4079,HG1,NO2,14/06/2018 11:45,23.5,ug m-3,P
4080,HG1,NO2,14/06/2018 12:00,18.1,ug m-3,P
4081,HG1,NO2,14/06/2018 12:15,12.9,ug m-3,P
4082,HG1,NO2,14/06/2018 12:30,15.9,ug m-3,P
4083,HG1,NO2,14/06/2018 12:45,15.9,ug m-3,P
4084,HG1,NO2,14/06/2018 13:00,13.6,ug m-3,P
4085,HG1,NO2,14/06/2018 13:15,9.9,ug m-3,P
4086,HG1,NO2,14/06/2018 13:30,13.3,ug m-3,P
4087,HG1,NO2,14/06/2018 13:45,9.1,ug m-3,P
4088,HG1,NO2,14/06/2018 14:00,14.6,ug m-3,P
4089,HG1,NO2,14/06/2018 14:15,19.1,ug m-3,P
4090,HG1,NO2,14/06/2018 14:30,16.9,ug m-3,P
4091,HG1,NO2,14/06/2018 14:45,21.0,ug m-3,P
4092,HG1,NO2,14/06/2018 15:00,12.4,ug m-3,P
4093,HG1,NO2,14/06/2018 15:15,14.2,ug m-3,P
4094,HG1,NO2,14/06/2018 15:30,23.7,ug m-3,P
4095,HG1,NO2,14/06/2018 15:45,13.4,ug m-3,P
4096,HG1,NO2,14/06/2018 16:00,16.3,ug m-3,P
4097,HG1,NO2,14/06/2018 16:15,18.2,ug m-3,P
4098,HG1,NO2,14/06/2018 16:30,11.7,ug m-3,P
4099,HG1,NO2,14/06/2018 16:45,17.4,ug m-3,P
4100,HG1,NO2,14/06/2018 17:00,12.5,ug m-3,P
4101,HG1,NO2,14/06/2018 17:15,19.6,ug m-3,P
4102,HG1,NO2,14/06/2018 17:30,19.3,ug m-3,P
4103,HG1,NO2,14/06/2018 17:45,15.5,ug m-3,P
4104,HG1,NO2,14/06/2018 18:00,15.4,ug m-3,P
4105,HG1,NO2,14/06/2018 18:15,14.6,ug m-3,P
4106,HG1,NO2,14/06/2018 18:30,17.7,ug m-3,P
4107,HG1,NO2,14/06/2018 18:45,15.3,ug m-3,P
4108,HG1,NO2,14/06/2018 19:00,18.0,ug m-3,P
4109,HG1,NO2,14/06/2018 19:15,19.7,ug m-3,P
4110,HG1,NO2,14/06/2018 19:30,23.8,ug m-3,P
4111,HG1,NO2,14/06/2018 19:45,20.5,ug m-3,P
4112,HG1,NO2,14/06/2018 20:00,19.2,ug m-3,P
4113,HG1,NO2,14/06/2018 20:15,22.1,ug m-3,P
4114,HG1,NO2,14/06/2018 20:30,22.7,ug m-3,P
4115,HG1,NO2,14/06/2018 20:45,28.0,ug m-3,P
4116,HG1,NO2,14/06/2018 21:00,32.4,ug m-3,P
4117,HG1,NO2,14/06/2018 21:15,33.7,ug m-3,P
4118,HG1,NO2,14/06/2018 21:30,36.3,ug m-3,P
4119,HG1,NO2,14/06/2018 21:45,42.7,ug m-3,P
4120,HG1,NO2,14/06/2018 22:00,45.8,ug m-3,P
4121,HG1,NO2,14/06/2018 22:15,47.5,ug m-3,P
4122,HG1,NO2,14/06/2018 22:30,47.7,ug m-3,P
4123,HG1,NO2,14/06/2018 22:45,45.9,ug m-3,P
4124,HG1,NO2,14/06/2018 23:00,52.1,ug m-3,P
4125,HG1,NO2,14/06/2018 23:15,57.2,ug m-3,P
4126,HG1,NO2,14/06/2018 23:30,58.1,ug m-3,P
4127,HG1,NO2,14/06/2018 23:45,56.2,ug m-3,P
4128,HG1,NO2,15/06/2018 00:00,51.9,ug m-3,P
4129,HG1,NO2,15/06/2018 00:15,41.7,ug m-3,P
4130,HG1,NO2,15/06/2018 00:30,36.9,ug m-3,P
4131,HG1,NO2,15/06/2018 00:45,,ug m-3,P
4132,HG1,NO2,15/06/2018 01:00,,ug m-3,P
4133,HG1,NO2,15/06/2018 01:15,31.4,ug m-3,P
4134,HG1,NO2,15/06/2018 01:30,29.2,ug m-3,P
4135,HG1,NO2,15/06/2018 01:45,28.7,ug m-3,P
4136,HG1,NO2,15/06/2018 02:00,29.3,ug m-3,P
4137,HG1,NO2,15/06/2018 02:15,29.0,ug m-3,P
4138,HG1,NO2,15/06/2018 02:30,31.2,ug m-3,P
4139,HG1,NO2,15/06/2018 02:45,32.1,ug m-3,P
4140,HG1,NO2,15/06/2018 03:00,30.9,ug m-3,P
4141,HG1,NO2,15/06/2018 03:15,30.3,ug m-3,P
4142,HG1,NO2,15/06/2018 03:30,31.5,ug m-3,P
4143,HG1,NO2,15/06/2018 03:45,36.2,ug m-3,P
4144,HG1,NO2,15/06/2018 04:00,35.7,ug m-3,P
