,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
2796,HG1,NO2,01/06/2018 03:00,43.6,ug m-3,P
2797,HG1,NO2,01/06/2018 03:15,57.2,ug m-3,P
2798,HG1,NO2,01/06/2018 03:30,50.9,ug m-3,P
2799,HG1,NO2,01/06/2018 03:45,63.5,ug m-3,P
2800,HG1,NO2,01/06/2018 04:00,53.9,ug m-3,P
2801,HG1,NO2,01/06/2018 04:15,60.5,ug m-3,P
2802,HG1,NO2,01/06/2018 04:30,59.9,ug m-3,P
2803,HG1,NO2,01/06/2018 04:45,63.1,ug m-3,P
2804,HG1,NO2,01/06/2018 05:00,61.0,ug m-3,P
2805,HG1,NO2,01/06/2018 05:15,66.9,ug m-3,P
2806,HG1,NO2,01/06/2018 05:30,62.7,ug m-3,P
2807,HG1,NO2,01/06/2018 05:45,62.3,ug m-3,P
2808,HG1,NO2,01/06/2018 06:00,45.3,ug m-3,P
2809,HG1,NO2,01/06/2018 06:15,51.3,ug m-3,P
2810,HG1,NO2,01/06/2018 06:30,39.5,ug m-3,P
2811,HG1,NO2,01/06/2018 06:45,52.6,ug m-3,P
2812,HG1,NO2,01/06/2018 07:00,52.1,ug m-3,P
2813,HG1,NO2,01/06/2018 07:15,65.4,ug m-3,P
2814,HG1,NO2,01/06/2018 07:30,54.7,ug m-3,P
2815,HG1,NO2,01/06/2018 07:45,55.9,ug m-3,P
2816,HG1,NO2,01/06/2018 08:00,52.1,ug m-3,P
2817,HG1,NO2,01/06/2018 08:15,55.6,ug m-3,P
2818,HG1,NO2,01/06/2018 08:30,62.2,ug m-3,P
2819,HG1,NO2,01/06/2018 08:45,58.5,ug m-3,P
2820,HG1,NO2,01/06/2018 09:00,50.6,ug m-3,P
2821,HG1,NO2,01/06/2018 09:15,45.2,ug m-3,P
2822,HG1,NO2,01/06/2018 09:30,55.7,ug m-3,P
2823,HG1,NO2,01/06/2018 09:45,53.8,ug m-3,P
2824,HG1,NO2,01/06/2018 10:00,54.6,ug m-3,P
2825,HG1,NO2,01/06/2018 10:15,59.3,ug m-3,P
2826,HG1,NO2,01/06/2018 10:30,51.0,ug m-3,P
2827,HG1,NO2,01/06/2018 10:45,49.3,ug m-3,P
2828,HG1,NO2,01/06/2018 11:00,44.2,ug m-3,P
2829,HG1,NO2,01/06/2018 11:15,44.3,ug m-3,P
2830,HG1,NO2,01/06/2018 11:30,48.9,ug m-3,P
2831,HG1,NO2,01/06/2018 11:45,56.1,ug m-3,P
2832,HG1,NO2,01/06/2018 12:00,42.8,ug m-3,P
2833,HG1,NO2,01/06/2018 12:15,42.2,ug m-3,P
2834,HG1,NO2,01/06/2018 12:30,33.6,ug m-3,P
2835,HG1,NO2,01/06/2018 12:45,30.1,ug m-3,P
2836,HG1,NO2,01/06/2018 13:00,55.4,ug m-3,P
2837,HG1,NO2,01/06/2018 13:15,38.7,ug m-3,P
2838,HG1,NO2,01/06/2018 13:30,40.5,ug m-3,P
2839,HG1,NO2,01/06/2018 13:45,25.4,ug m-3,P
2840,HG1,NO2,01/06/2018 14:00,47.5,ug m-3,P
2841,HG1,NO2,01/06/2018 14:15,80.4,ug m-3,P
2842,HG1,NO2,01/06/2018 14:30,75.8,ug m-3,P
2843,HG1,NO2,01/06/2018 14:45,81.4,ug m-3,P
2844,HG1,NO2,01/06/2018 15:00,58.6,ug m-3,P
2845,HG1,NO2,01/06/2018 15:15,56.4,ug m-3,P
2846,HG1,NO2,01/06/2018 15:30,61.6,ug m-3,P
2847,HG1,NO2,01/06/2018 15:45,60.0,ug m-3,P
2848,HG1,NO2,01/06/2018 16:00,51.8,ug m-3,P
2849,HG1,NO2,01/06/2018 16:15,53.2,ug m-3,P
2850,HG1,NO2,01/06/2018 16:30,56.3,ug m-3,P
2851,HG1,NO2,01/06/2018 16:45,43.8,ug m-3,P
2852,HG1,NO2,01/06/2018 17:00,46.9,ug m-3,P
2853,HG1,NO2,01/06/2018 17:15,55.5,ug m-3,P
2854,HG1,NO2,01/06/2018 17:30,66.9,ug m-3,P
2855,HG1,NO2,01/06/2018 17:45,53.8,ug m-3,P
2856,HG1,NO2,01/06/2018 18:00,57.4,ug m-3,P
2857,HG1,NO2,01/06/2018 18:15,61.0,ug m-3,P
2858,HG1,NO2,01/06/2018 18:30,61.7,ug m-3,P
2859,HG1,NO2,01/06/2018 18:45,53.6,ug m-3,P
2860,HG1,NO2,01/06/2018 19:00,69.6,ug m-3,P
2861,HG1,NO2,01/06/2018 19:15,65.0,ug m-3,P
2862,HG1,NO2,01/06/2018 19:30,57.0,ug m-3,P
2863,HG1,NO2,01/06/2018 19:45,55.0,ug m-3,P
2864,HG1,NO2,01/06/2018 20:00,49.0,ug m-3,P
2865,HG1,NO2,01/06/2018 20:15,50.8,ug m-3,P
2866,HG1,NO2,01/06/2018 20:30,58.9,ug m-3,P
2867,HG1,NO2,01/06/2018 20:45,60.3,ug m-3,P
2868,HG1,NO2,01/06/2018 21:00,57.1,ug m-3,P
2869,HG1,NO2,01/06/2018 21:15,51.5,ug m-3,P
2870,HG1,NO2,01/06/2018 21:30,53.9,ug m-3,P
2871,HG1,NO2,01/06/2018 21:45,59.9,ug m-3,P
2872,HG1,NO2,01/06/2018 22:00,57.7,ug m-3,P
2873,HG1,NO2,01/06/2018 22:15,58.2,ug m-3,P
2874,HG1,NO2,01/06/2018 22:30,58.4,ug m-3,P
2875,HG1,NO2,01/06/2018 22:45,56.6,ug m-3,P
2876,HG1,NO2,01/06/2018 23:00,56.6,ug m-3,P
2877,HG1,NO2,01/06/2018 23:15,56.6,ug m-3,P
2878,HG1,NO2,01/06/2018 23:30,61.3,ug m-3,P
2879,HG1,NO2,01/06/2018 23:45,58.6,ug m-3,P
2880,HG1,NO2,02/06/2018 00:00,57.3,ug m-3,P
2881,HG1,NO2,02/06/2018 00:15,50.2,ug m-3,P
2882,HG1,NO2,02/06/2018 00:30,44.5,ug m-3,P
2883,HG1,NO2,02/06/2018 00:45,,ug m-3,P
2884,HG1,NO2,02/06/2018 01:00,,ug m-3,P
2885,HG1,NO2,02/06/2018 01:15,41.9,ug m-3,P
2886,HG1,NO2,02/06/2018 01:30,36.7,ug m-3,P
2887,HG1,NO2,02/06/2018 01:45,33.2,ug m-3,P
2888,HG1,NO2,02/06/2018 02:00,32.1,ug m-3,P
2889,HG1,NO2,02/06/2018 02:15,28.9,ug m-3,P
2890,HG1,NO2,02/06/2018 02:30,29.7,ug m-3,P
2891,HG1,NO2,02/06/2018 02:45,30.7,ug m-3,P
2892,HG1,NO2,02/06/2018 03:00,29.1,ug m-3,P
2893,HG1,NO2,02/06/2018 03:15,23.7,ug m-3,P
2894,HG1,NO2,02/06/2018 03:30,23.5,ug m-3,P
2895,HG1,NO2,02/06/2018 03:45,24.1,ug m-3,P
2896,HG1,NO2,02/06/2018 04:00,21.7,ug m-3,P
2897,HG1,NO2,02/06/2018 04:15,22.5,ug m-3,P
2898,HG1,NO2,02/06/2018 04:30,20.3,ug m-3,P
2899,HG1,NO2,02/06/2018 04:45,16.1,ug m-3,P
2900,HG1,NO2,02/06/2018 05:00,14.4,ug m-3,P
2901,HG1,NO2,02/06/2018 05:15,11.1,ug m-3,P
2902,HG1,NO2,02/06/2018 05:30,15.7,ug m-3,P
2903,HG1,NO2,02/06/2018 05:45,14.3,ug m-3,P
2904,HG1,NO2,02/06/2018 06:00,18.8,ug m-3,P
2905,HG1,NO2,02/06/2018 06:15,29.2,ug m-3,P
2906,HG1,NO2,02/06/2018 06:30,17.2,ug m-3,P
2907,HG1,NO2,02/06/2018 06:45,21.6,ug m-3,P
2908,HG1,NO2,02/06/2018 07:00,21.7,ug m-3,P
2909,HG1,NO2,02/06/2018 07:15,23.3,ug m-3,P
2910,HG1,NO2,02/06/2018 07:30,23.3,ug m-3,P
2911,HG1,NO2,02/06/2018 07:45,21.6,ug m-3,P
2912,HG1,NO2,02/06/2018 08:00,30.9,ug m-3,P
2913,HG1,NO2,02/06/2018 08:15,33.4,ug m-3,P
2914,HG1,NO2,02/06/2018 08:30,34.1,ug m-3,P
2915,HG1,NO2,02/06/2018 08:45,25.0,ug m-3,P
2916,HG1,NO2,02/06/2018 09:00,23.2,ug m-3,P
2917,HG1,NO2,02/06/2018 09:15,28.9,ug m-3,P
2918,HG1,NO2,02/06/2018 09:30,25.2,ug m-3,P
2919,HG1,NO2,02/06/2018 09:45,26.2,ug m-3,P
2920,HG1,NO2,02/06/2018 10:00,28.5,ug m-3,P
2921,HG1,NO2,02/06/2018 10:15,25.4,ug m-3,P
2922,HG1,NO2,02/06/2018 10:30,29.8,ug m-3,P
2923,HG1,NO2,02/06/2018 10:45,31.6,ug m-3,P
2924,HG1,NO2,02/06/2018 11:00,17.9,ug m-3,P
2925,HG1,NO2,02/06/2018 11:15,32.0,ug m-3,P
2926,HG1,NO2,02/06/2018 11:30,36.7,ug m-3,P
2927,HG1,NO2,02/06/2018 11:45,33.5,ug m-3,P
2928,HG1,NO2,02/06/2018 12:00,31.4,ug m-3,P
2929,HG1,NO2,02/06/2018 12:15,23.9,ug m-3,P
2930,HG1,NO2,02/06/2018 12:30,28.7,ug m-3,P
2931,HG1,NO2,02/06/2018 12:45,24.7,ug m-3,P
2932,HG1,NO2,02/06/2018 13:00,43.3,ug m-3,P
2933,HG1,NO2,02/06/2018 13:15,41.3,ug m-3,P
2934,HG1,NO2,02/06/2018 13:30,36.8,ug m-3,P
2935,HG1,NO2,02/06/2018 13:45,37.6,ug m-3,P
2936,HG1,NO2,02/06/2018 14:00,27.5,ug m-3,P
2937,HG1,NO2,02/06/2018 14:15,31.3,ug m-3,P
2938,HG1,NO2,02/06/2018 14:30,28.3,ug m-3,P
2939,HG1,NO2,02/06/2018 14:45,30.0,ug m-3,P
2940,HG1,NO2,02/06/2018 15:00,22.8,ug m-3,P
2941,HG1,NO2,02/06/2018 15:15,40.7,ug m-3,P
2942,HG1,NO2,02/06/2018 15:30,26.4,ug m-3,P
2943,HG1,NO2,02/06/2018 15:45,28.1,ug m-3,P
2944,HG1,NO2,02/06/2018 16:00,30.0,ug m-3,P
2945,HG1,NO2,02/06/2018 16:15,31.5,ug m-3,P
2946,HG1,NO2,02/06/2018 16:30,17.4,ug m-3,P
2947,HG1,NO2,02/06/2018 16:45,43.4,ug m-3,P
2948,HG1,NO2,02/06/2018 17:00,19.4,ug m-3,P
2949,HG1,NO2,02/06/2018 17:15,10.9,ug m-3,P
2950,HG1,NO2,02/06/2018 17:30,11.2,ug m-3,P
2951,HG1,NO2,02/06/2018 17:45,10.6,ug m-3,P
2952,HG1,NO2,02/06/2018 18:00,11.2,ug m-3,P
2953,HG1,NO2,02/06/2018 18:15,10.9,ug m-3,P
2954,HG1,NO2,02/06/2018 18:30,10.9,ug m-3,P
2955,HG1,NO2,02/06/2018 18:45,12.6,ug m-3,P
2956,HG1,NO2,02/06/2018 19:00,12.5,ug m-3,P
2957,HG1,NO2,02/06/2018 19:15,11.3,ug m-3,P
2958,HG1,NO2,02/06/2018 19:30,14.1,ug m-3,P
2959,HG1,NO2,02/06/2018 19:45,19.5,ug m-3,P
2960,HG1,NO2,02/06/2018 20:00,26.9,ug m-3,P
2961,HG1,NO2,02/06/2018 20:15,32.7,ug m-3,P
2962,HG1,NO2,02/06/2018 20:30,38.9,ug m-3,P
2963,HG1,NO2,02/06/2018 20:45,43.9,ug m-3,P
2964,HG1,NO2,02/06/2018 21:00,60.0,ug m-3,P
2965,HG1,NO2,02/06/2018 21:15,70.0,ug m-3,P
2966,HG1,NO2,02/06/2018 21:30,73.4,ug m-3,P
2967,HG1,NO2,02/06/2018 21:45,61.2,ug m-3,P
2968,HG1,NO2,02/06/2018 22:00,59.7,ug m-3,P
2969,HG1,NO2,02/06/2018 22:15,55.6,ug m-3,P
2970,HG1,NO2,02/06/2018 22:30,50.4,ug m-3,P
2971,HG1,NO2,02/06/2018 22:45,44.7,ug m-3,P
2972,HG1,NO2,02/06/2018 23:00,41.5,ug m-3,P
2973,HG1,NO2,02/06/2018 23:15,37.1,ug m-3,P
2974,HG1,NO2,02/06/2018 23:30,38.4,ug m-3,P
2975,HG1,NO2,02/06/2018 23:45,35.9,ug m-3,P
2976,HG1,NO2,03/06/2018 00:00,30.6,ug m-3,P
2977,HG1,NO2,03/06/2018 00:15,27.8,ug m-3,P
2978,HG1,NO2,03/06/2018 00:30,30.9,ug m-3,P
2979,HG1,NO2,03/06/2018 00:45,,ug m-3,P
2980,HG1,NO2,03/06/2018 01:00,,ug m-3,P
2981,HG1,NO2,03/06/2018 01:15,33.2,ug m-3,P
2982,HG1,NO2,03/06/2018 01:30,37.0,ug m-3,P
2983,HG1,NO2,03/06/2018 01:45,32.6,ug m-3,P
2984,HG1,NO2,03/06/2018 02:00,30.2,ug m-3,P
2985,HG1,NO2,03/06/2018 02:15,28.3,ug m-3,P
2986,HG1,NO2,03/06/2018 02:30,27.2,ug m-3,P
2987,HG1,NO2,03/06/2018 02:45,27.2,ug m-3,P
2988,HG1,NO2,03/06/2018 03:00,24.9,ug m-3,P
2989,HG1,NO2,03/06/2018 03:15,29.0,ug m-3,P
2990,HG1,NO2,03/06/2018 03:30,30.1,ug m-3,P
2991,HG1,NO2,03/06/2018 03:45,30.8,ug m-3,P
2992,HG1,NO2,03/06/2018 04:00,34.4,ug m-3,P
2993,HG1,NO2,03/06/2018 04:15,33.7,ug m-3,P
2994,HG1,NO2,03/06/2018 04:30,34.1,ug m-3,P
2995,HG1,NO2,03/06/2018 04:45,34.7,ug m-3,P
2996,HG1,NO2,03/06/2018 05:00,37.9,ug m-3,P
2997,HG1,NO2,03/06/2018 05:15,28.6,ug m-3,P
2998,HG1,NO2,03/06/2018 05:30,27.8,ug m-3,P
2999,HG1,NO2,03/06/2018 05:45,25.8,ug m-3,P
3000,HG1,NO2,03/06/2018 06:00,26.2,ug m-3,P
3001,HG1,NO2,03/06/2018 06:15,22.2,ug m-3,P
3002,HG1,NO2,03/06/2018 06:30,28.6,ug m-3,P
3003,HG1,NO2,03/06/2018 06:45,30.2,ug m-3,P
3004,HG1,NO2,03/06/2018 07:00,32.7,ug m-3,P
3005,HG1,NO2,03/06/2018 07:15,34.5,ug m-3,P
3006,HG1,NO2,03/06/2018 07:30,36.8,ug m-3,P
3007,HG1,NO2,03/06/2018 07:45,28.9,ug m-3,P
3008,HG1,NO2,03/06/2018 08:00,34.3,ug m-3,P
3009,HG1,NO2,03/06/2018 08:15,43.2,ug m-3,P
3010,HG1,NO2,03/06/2018 08:30,33.7,ug m-3,P
3011,HG1,NO2,03/06/2018 08:45,28.1,ug m-3,P
3012,HG1,NO2,03/06/2018 09:00,27.8,ug m-3,P
3013,HG1,NO2,03/06/2018 09:15,32.2,ug m-3,P
3014,HG1,NO2,03/06/2018 09:30,28.6,ug m-3,P
3015,HG1,NO2,03/06/2018 09:45,28.2,ug m-3,P
3016,HG1,NO2,03/06/2018 10:00,29.6,ug m-3,P
3017,HG1,NO2,03/06/2018 10:15,33.3,ug m-3,P
3018,HG1,NO2,03/06/2018 10:30,26.2,ug m-3,P
3019,HG1,NO2,03/06/2018 10:45,32.4,ug m-3,P
3020,HG1,NO2,03/06/2018 11:00,28.9,ug m-3,P
3021,HG1,NO2,03/06/2018 11:15,20.7,ug m-3,P
3022,HG1,NO2,03/06/2018 11:30,24.4,ug m-3,P
3023,HG1,NO2,03/06/2018 11:45,22.8,ug m-3,P
3024,HG1,NO2,03/06/2018 12:00,26.5,ug m-3,P
3025,HG1,NO2,03/06/2018 12:15,25.6,ug m-3,P
3026,HG1,NO2,03/06/2018 12:30,39.3,ug m-3,P
3027,HG1,NO2,03/06/2018 12:45,24.3,ug m-3,P
3028,HG1,NO2,03/06/2018 13:00,25.9,ug m-3,P
3029,HG1,NO2,03/06/2018 13:15,31.8,ug m-3,P
3030,HG1,NO2,03/06/2018 13:30,23.4,ug m-3,P
3031,HG1,NO2,03/06/2018 13:45,34.2,ug m-3,P
3032,HG1,NO2,03/06/2018 14:00,35.6,ug m-3,P
3033,HG1,NO2,03/06/2018 14:15,21.4,ug m-3,P
3034,HG1,NO2,03/06/2018 14:30,28.5,ug m-3,P
3035,HG1,NO2,03/06/2018 14:45,45.6,ug m-3,P
3036,HG1,NO2,03/06/2018 15:00,35.3,ug m-3,P
3037,HG1,NO2,03/06/2018 15:15,31.0,ug m-3,P
3038,HG1,NO2,03/06/2018 15:30,27.2,ug m-3,P
3039,HG1,NO2,03/06/2018 15:45,27.9,ug m-3,P
3040,HG1,NO2,03/06/2018 16:00,21.5,ug m-3,P
3041,HG1,NO2,03/06/2018 16:15,34.0,ug m-3,P
3042,HG1,NO2,03/06/2018 16:30,23.1,ug m-3,P
3043,HG1,NO2,03/06/2018 16:45,36.7,ug m-3,P
3044,HG1,NO2,03/06/2018 17:00,27.7,ug m-3,P
3045,HG1,NO2,03/06/2018 17:15,24.5,ug m-3,P
3046,HG1,NO2,03/06/2018 17:30,24.7,ug m-3,P
3047,HG1,NO2,03/06/2018 17:45,25.0,ug m-3,P
3048,HG1,NO2,03/06/2018 18:00,33.0,ug m-3,P
3049,HG1,NO2,03/06/2018 18:15,45.2,ug m-3,P
3050,HG1,NO2,03/06/2018 18:30,43.0,ug m-3,P
3051,HG1,NO2,03/06/2018 18:45,39.1,ug m-3,P
3052,HG1,NO2,03/06/2018 19:00,49.9,ug m-3,P
3053,HG1,NO2,03/06/2018 19:15,46.7,ug m-3,P
3054,HG1,NO2,03/06/2018 19:30,46.3,ug m-3,P
3055,HG1,NO2,03/06/2018 19:45,48.0,ug m-3,P
3056,HG1,NO2,03/06/2018 20:00,46.5,ug m-3,P
3057,HG1,NO2,03/06/2018 20:15,42.1,ug m-3,P
3058,HG1,NO2,03/06/2018 20:30,55.5,ug m-3,P
3059,HG1,NO2,03/06/2018 20:45,66.0,ug m-3,P
3060,HG1,NO2,03/06/2018 21:00,54.7,ug m-3,P
3061,HG1,NO2,03/06/2018 21:15,37.0,ug m-3,P
3062,HG1,NO2,03/06/2018 21:30,42.8,ug m-3,P
3063,HG1,NO2,03/06/2018 21:45,48.0,ug m-3,P
3064,HG1,NO2,03/06/2018 22:00,39.7,ug m-3,P
3065,HG1,NO2,03/06/2018 22:15,29.0,ug m-3,P
3066,HG1,NO2,03/06/2018 22:30,30.9,ug m-3,P
3067,HG1,NO2,03/06/2018 22:45,31.4,ug m-3,P
3068,HG1,NO2,03/06/2018 23:00,29.4,ug m-3,P
3069,HG1,NO2,03/06/2018 23:15,30.8,ug m-3,P
3070,HG1,NO2,03/06/2018 23:30,27.9,ug m-3,P
3071,HG1,NO2,03/06/2018 23:45,35.9,ug m-3,P
3072,HG1,NO2,04/06/2018 00:00,24.2,ug m-3,P
3073,HG1,NO2,04/06/2018 00:15,33.9,ug m-3,P
3074,HG1,NO2,04/06/2018 00:30,24.9,ug m-3,P
3075,HG1,NO2,04/06/2018 00:45,,ug m-3,P
3076,HG1,NO2,04/06/2018 01:00,,ug m-3,P
3077,HG1,NO2,04/06/2018 01:15,24.2,ug m-3,P
3078,HG1,NO2,04/06/2018 01:30,21.5,ug m-3,P
3079,HG1,NO2,04/06/2018 01:45,20.4,ug m-3,P
3080,HG1,NO2,04/06/2018 02:00,23.4,ug m-3,P
3081,HG1,NO2,04/06/2018 02:15,32.2,ug m-3,P
3082,HG1,NO2,04/06/2018 02:30,20.4,ug m-3,P
3083,HG1,NO2,04/06/2018 02:45,17.9,ug m-3,P
3084,HG1,NO2,04/06/2018 03:00,16.6,ug m-3,P
3085,HG1,NO2,04/06/2018 03:15,17.3,ug m-3,P
3086,HG1,NO2,04/06/2018 03:30,16.4,ug m-3,P
3087,HG1,NO2,04/06/2018 03:45,16.8,ug m-3,P
3088,HG1,NO2,04/06/2018 04:00,16.3,ug m-3,P
3089,HG1,NO2,04/06/2018 04:15,18.6,ug m-3,P
3090,HG1,NO2,04/06/2018 04:30,22.0,ug m-3,P
3091,HG1,NO2,04/06/2018 04:45,24.8,ug m-3,P
3092,HG1,NO2,04/06/2018 05:00,24.7,ug m-3,P
3093,HG1,NO2,04/06/2018 05:15,21.0,ug m-3,P
3094,HG1,NO2,04/06/2018 05:30,33.8,ug m-3,P
3095,HG1,NO2,04/06/2018 05:45,37.2,ug m-3,P
3096,HG1,NO2,04/06/2018 06:00,37.2,ug m-3,P
3097,HG1,NO2,04/06/2018 06:15,30.1,ug m-3,P
3098,HG1,NO2,04/06/2018 06:30,31.6,ug m-3,P
