,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
16298,Address: 350 Alabama Street #10,San FranciscoSales price: 1045000Sales date: 09/25/2012Bedrooms: 3Square feet: 1842Lot size: 15033,350 Alabama St APT 10,2.5,3,1842,03/20/2015,1600000,37.76481,-122.41271,Mission,6,Condominium,2003,888414,1167700,94110,64945212
16300,Address: 624 Excelsior Avenue,San FranciscoSales price: 510000Sales date: 09/25/2012Bedrooms: 2Square feet: 1200Lot size: 1873,624 Excelsior Ave,1,2,1200,09/25/2012,510000,37.723594,-122.428534,Excelsior,5,SingleFamily,1926,790050,757400,94112,15169740
16303,Address: 1727 Lyon Street,San FranciscoSales price: 1125000Sales date: 09/25/2012Bedrooms: 3Square feet: 1708Lot size: 3681,1727 Lyon St,1,3,1708,09/25/2012,1125000,37.786832,-122.445653,Lower Pacific Heights,6,Condominium,1902,1817101,1146900,94115,15082725
16304,Address: 1915 Pierce Street,San FranciscoSales price: 2300000Sales date: 09/25/2012Bedrooms: 3Square feet: 2400Lot size: 2013,1915 Pierce St,3.5,5,2617,09/25/2012,2300000,37.787809,-122.437265,Lower Pacific Heights,8,SingleFamily,1900,4199005,1146900,94115,15075234
16305,Address: 2443 25th Avenue,San FranciscoSales price: 1052500Sales date: 09/25/2012Bedrooms: 4Square feet: 2080Lot size: 3000,2443 25th Ave,4.5,5,2080,09/25/2012,1052500,37.74192,-122.482391,Parkside,9,SingleFamily,1916,1510565,1094000,94116,15122432
16306,Address: 2678 18th Avenue,San FranciscoSales price: 1240000Sales date: 09/25/2012Bedrooms: 4Square feet: 2487Lot size: 2996,2678 18th Ave,5,4,2487,09/25/2012,1240000,37.737935,-122.473936,Inner Parkside,8,SingleFamily,1936,1527605,1304500,94116,15125496
16308,Address: 845 Lake Street #2,San FranciscoSales price: 619000Sales date: 09/25/2012Bedrooms: 1Square feet: 909Lot size: 2614,845 Lake St APT 2,1,1,909,09/25/2012,619000,37.786299,-122.468762,Lake,4,Condominium,1922,867289,2202400,94118,15089815
16309,Address: 855 La Playa Street #351,San FranciscoSales price: 495500Sales date: 09/25/2012Bedrooms: 2Square feet: 1127Lot size: 8712,855 La Playa St APT 351,2,2,1125,09/25/2012,495500,37.772199,-122.510375,Outer Richmond,4,Condominium,1982,737720,1187700,94121,15100656
16310,Address: 2913 Clement Street,San FranciscoSales price: 780000Sales date: 09/25/2012Bedrooms: 3Square feet: 1444Lot size: 10019,2913 Clement St,3,3,1444,09/25/2012,780000,37.781505,-122.490569,Central Richmond,6,Condominium,1996,1559938,1480400,94121,15092217
16311,Address: 4225 Lawton Street,San FranciscoSales price: 627000Sales date: 09/25/2012Bedrooms: 2Square feet: 1000Lot size: 2188,4225 Lawton St,1,2,1000,09/25/2012,627000,37.756345,-122.508281,Outer Sunset,5,SingleFamily,1947,954587,1030300,94122,15108073
16312,Address: 2920 Ingalls Street,San FranciscoSales price: 334000Sales date: 09/25/2012Bedrooms: 0Square feet: 920Lot size: 1875,2920 Ingalls St,1.5,3,920,12/14/2012,425000,37.720801,-122.391759,Bayview,5,SingleFamily,1943,665588,719000,94124,15154439
16314,Address: 201 San Anselmo Avenue,San FranciscoSales price: 2000000Sales date: 09/25/2012Bedrooms: 0Square feet: 3706Lot size: 8960,201 San Anselmo Ave,3.5,5,3706,09/25/2012,2000000,37.73436,-122.464203,St. Francis Wood,11,SingleFamily,1950,4340762,3009100,94127,15138950
16315,Address: 5150 Diamond Heights Boulevard #107B,San FranciscoSales price: 408000Sales date: 09/25/2012Bedrooms: 1Square feet: 744Lot size: 7215,5150 Diamond Heights Blvd APT 107B,1,1,744,09/25/2012,408000,37.746441,-122.440418,Diamond Heights,3,Condominium,1972,619468,1070100,94131,15199016
16316,Address: 765 Brussels Street,San FranciscoSales price: 755000Sales date: 09/25/2012Bedrooms: 3Square feet: 2205Lot size: 3000,765 Brussels St,2,3,2205,09/25/2012,755000,37.722766,-122.403456,Portola,7,SingleFamily,1987,1153881,891600,94134,15171903
16320,Address: 3 Clarence Place,San FranciscoSales price: 2375000Sales date: 09/24/2012Bedrooms: 0Square feet: 2700Lot size: 7841,3 Clarence Pl,3,3,2590,09/24/2012,2375000,37.779743,-122.392652,South Beach,6,Condominium,1998,3456870,1269100,94107,80755496
16321,Address: 416 Hanover Street,San FranciscoSales price: 556000Sales date: 09/24/2012Bedrooms: 0Square feet: 1200Lot size: 2661,416 Hanover St,1,2,1200,09/24/2012,556000,37.708636,-122.445415,Crocker Amazon,6,SingleFamily,1926,751526,817600,94112,15179608
16323,Address: 2430 Vallejo Street,San FranciscoSales price: 7350000Sales date: 09/24/2012Bedrooms: 4Square feet: 4721Lot size: 6686,2430 Vallejo St,7.5,6,4721,09/24/2012,7350000,37.795246,-122.43749,Pacific Heights,13,SingleFamily,1905,9978927,1884400,94123,15072449
16324,Address: 3645 Market Street #2,San FranciscoSales price: 955000Sales date: 09/24/2012Bedrooms: 3Square feet: 1804Lot size: 19602,3645 Market St APT 2,3,3,1804,04/25/2003,356500,37.755509,-122.440984,Twin Peaks,9,Condominium,2000,1447438,1159200,94131,54854579
16325,Address: 367 Head Street,San FranciscoSales price: 415000Sales date: 09/24/2012Bedrooms: 3Square feet: 1496Lot size: 2500,367 Head St,2,3,1496,10/18/2013,685000,37.713725,-122.464671,Ingleside Heights,7,SingleFamily,1941,815821,688100,94132,15194950
16330,Address: 250 King Street #1514,San FranciscoSales price: 655000Sales date: 09/21/2012Bedrooms: 1Square feet: 962Lot size: 213232,250 King St UNIT 1514,1,1,962,09/21/2012,655000,37.777641,-122.393417,South of Market,3,Condominium,2004,939851,957300,94107,80749848
16334,Address: 155 Ames Street,San FranciscoSales price: 1450000Sales date: 09/21/2012Bedrooms: 3Square feet: 2190Lot size: 2820,155 Ames St,2,3,2190,09/21/2012,1450000,37.75427,-122.423612,Mission,6,Condominium,2010,2339199,1167700,94110,111921888
16335,Address: 242 Athens Street,San FranciscoSales price: 476000Sales date: 09/21/2012Bedrooms: 2Square feet: 625Lot size: 2500,242 Athens St,2,2,1350,09/21/2012,476000,37.724183,-122.426848,Excelsior,6,SingleFamily,1900,802809,757400,94112,15169150
16336,Address: 90 Robinson Drive,San FranciscoSales price: 525000Sales date: 09/21/2012Bedrooms: 0Square feet: 1165Lot size: 4251,90 Robinson Dr,1,2,1165,09/21/2012,525000,37.708469,-122.427957,Crocker Amazon,6,SingleFamily,1951,500013,817600,94112,15177829
16337,Address: 258 Judson Avenue,San FranciscoSales price: 670000Sales date: 09/21/2012Bedrooms: 2Square feet: 1025Lot size: 1716,258 Judson Ave,1,2,1025,09/21/2012,670000,37.728582,-122.447921,Sunnyside,5,SingleFamily,1928,959919,1030800,94112,15140406
16338,Address: 1983 15th Street,San FranciscoSales price: 1190000Sales date: 09/21/2012Bedrooms: 3Square feet: 1362Lot size: 2500,1983 15th St,2,3,1362,09/21/2012,1190000,37.765932,-122.428354,Mission,6,Condominium,1908,1520644,1167700,94114,15143429
16339,Address: 44 Diamond Street,San FranciscoSales price: 1430000Sales date: 09/21/2012Bedrooms: 2Square feet: 1788Lot size: 3062,44 Diamond St,3,2,1788,08/11/2014,2073500,37.761537,-122.437592,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1959,2488479,1718500,94114,15128238
16340,Address: 2544 Washington Street #A,San FranciscoSales price: 350000Sales date: 09/21/2012Bedrooms: 2Square feet: 1116Lot size: 4356,2544A Washington St # A,2,2,1116,09/25/2012,35000,37.791764,-122.435177,Pacific Heights,5,Condominium,1900,1512710,1884400,94115,15074052
16341,Address: 749 Baker Street,San FranciscoSales price: 803000Sales date: 09/21/2012Bedrooms: 2Square feet: 1352Lot size: 2424,749 Baker St,2,2,1352,02/24/2015,975000,37.778034,-122.442153,North Panhandle,4,Condominium,1900,1253247,1211900,94115,82785629
16342,Address: 2040 Sutter Street #307,San FranciscoSales price: 825000Sales date: 09/21/2012Bedrooms: 2Square feet: 987Lot size: 7405,2040 Sutter St APT 307,2,2,987,09/21/2012,825000,37.786233,-122.434364,Lower Pacific Heights,5,Condominium,1984,1214308,1146900,94115,15075639
16343,Address: 2682 19th Avenue,San FranciscoSales price: 633000Sales date: 09/21/2012Bedrooms: 2Square feet: 1250Lot size: 2475,2682 19th Ave,1,2,1250,09/21/2012,633000,37.737825,-122.474975,Inner Parkside,5,SingleFamily,1938,1049567,1304500,94116,15125443
16344,Address: 512 Dewey Boulevard,San FranciscoSales price: 1865000Sales date: 09/21/2012Bedrooms: 4Square feet: 3002Lot size: 5000,512 Dewey Blvd,3.5,5,3504,09/21/2012,1865000,37.745392,-122.462044,Forest Hill,7,SingleFamily,1930,2523225,1926800,94116,67447696
16345,Address: 910 Page Street,San FranciscoSales price: 835000Sales date: 09/21/2012Bedrooms: 0Square feet: 970Lot size: 3438,910 Page St,1,2,970,09/21/2012,835000,37.77263,-122.436145,Hayes Valley,3,Condominium,1900,1031662,1202900,94117,82785647
16346,Address: 5606 California Street #201,San FranciscoSales price: 1040000Sales date: 09/21/2012Bedrooms: 4Square feet: 2139Lot size: 2614,5606 California St # 201,2.5,4,2139,09/21/2012,1040000,37.784486,-122.477794,Lake,7,Condominium,1992,1684783,2202400,94121,15090172
16347,Address: 1580 Great Highway #3,San FranciscoSales price: 525000Sales date: 09/21/2012Bedrooms: 4Square feet: 2000Lot size: 3049,1580 Great Hwy APT 3,2,4,2000,09/21/2012,525000,37.756945,-122.50858,Outer Sunset,7,Condominium,1985,1253569,1030300,94122,15108027
16349,Address: 18 Bitting Avenue,San FranciscoSales price: 350000Sales date: 09/21/2012Bedrooms: 3Square feet: 1394Lot size: 1500,18 Bitting Ave,2,3,1394,09/21/2012,350000,37.726858,-122.397985,Bayview,6,SingleFamily,1999,639721,719000,94124,15159058
16351,Address: 312 Topeka Avenue,San FranciscoSales price: 600000Sales date: 09/21/2012Bedrooms: 0Square feet: 1000Lot size: 3123,312 Topeka Ave,3,7,1000,09/21/2012,600000,37.731605,-122.395712,Silver Terrace,11,SingleFamily,1944,681629,720300,94124,15157555
16352,Address: 226 Valley Street,San FranciscoSales price: 1225000Sales date: 09/21/2012Bedrooms: 2Square feet: 1025Lot size: 2925,226 Valley St,2,3,1650,04/21/2015,3850000,37.744698,-122.427481,Noe Valley,7,SingleFamily,1884,4158016,1751900,94131,15182996
16353,Address: 234 Monticello Street,San FranciscoSales price: 535000Sales date: 09/21/2012Bedrooms: 0Square feet: 812Lot size: 2495,234 Monticello St,1.5,2,812,09/21/2012,535000,37.718535,-122.470464,Merced Heights,5,SingleFamily,1942,710097,883100,94132,15190039
16354,Address: 120 Burrows Street #2,San FranciscoSales price: 295000Sales date: 09/21/2012Bedrooms: 2Square feet: 820Lot size: 4792,120 Burrows St APT 2,1,2,825,09/21/2012,295000,37.728905,-122.404705,Portola,4,Condominium,1980,813153,891600,94134,15168697
16355,Address: 135 Wilde Avenue,San FranciscoSales price: 420000Sales date: 09/21/2012Bedrooms: 3Square feet: 1606Lot size: 2517,135 Wilde Ave,2,3,1606,02/13/2008,760000,37.716215,-122.400685,Visitacion Valley,8,SingleFamily,1929,767041,690400,94134,15173222
16359,Address: 321 Langton Street #15,San FranciscoSales price: 535000Sales date: 09/20/2012Bedrooms: 0Square feet: 837Lot size: 2614,321 Langton St UNIT 14,1.5,1,837,09/22/2014,720000,37.773626,-122.404713,South of Market,4,Condominium,1999,915143,957300,94103,15148769
16361,Address: 425 1st Street #2403,San FranciscoSales price: 1120000Sales date: 09/20/2012Bedrooms: 2Square feet: 1278Lot size: 56023,425 1st St UNIT 2403,2,2,1278,09/20/2012,1120000,37.786064,-122.392173,South Beach,4,Condominium,2008,1774276,1269100,94105,82786128
16362,Address: 555 4th Street #449,San FranciscoSales price: 500000Sales date: 09/20/2012Bedrooms: 0Square feet: 0Lot size: 63237,555 4th St UNIT 449,1,1,632,09/20/2012,500000,37.779422,-122.396712,South of Market,4,Condominium,2006,799042,957300,94107,79845101
16363,Address: 1422 De Haro Street #1,San FranciscoSales price: 685000Sales date: 09/20/2012Bedrooms: 3Square feet: 1675Lot size: 2614,1422 De Haro St # 1,3,3,1675,09/20/2012,685000,37.751592,-122.400638,Potrero Hill,6,Condominium,1990,1115069,1264000,94107,49815631
16365,Address: 1483 Sutter Street #1006,San FranciscoSales price: 828000Sales date: 09/20/2012Bedrooms: 2Square feet: 1128Lot size: 4356,1483 Sutter St APT 1006,2,2,1128,09/20/2012,828000,37.78675,-122.424235,Van Ness - Civic Center,5,Condominium,1993,1065163,839200,94109,15076447
16366,Address: 1845 Leavenworth Street #204,San FranciscoSales price: 840000Sales date: 09/20/2012Bedrooms: 0Square feet: 1011Lot size: 6098,1845 Leavenworth St APT 204,1.25,1,1011,09/20/2012,840000,37.798047,-122.417357,Russian Hill,7,Condominium,1910,1124955,1608800,94109,15066265
16368,Address: 618 Paris Street,San FranciscoSales price: 480000Sales date: 09/20/2012Bedrooms: 4Square feet: 1532Lot size: 2500,618 Paris St,2,4,1534,09/20/2012,480000,37.719053,-122.437265,Excelsior,9,SingleFamily,1906,795377,757400,94112,15176385
16369,Address: 278 Munich Street,San FranciscoSales price: 628000Sales date: 09/20/2012Bedrooms: 0Square feet: 1300Lot size: 2495,278 Munich St,1,3,1300,09/20/2012,628000,37.721337,-122.426822,Excelsior,8,SingleFamily,1949,787115,757400,94112,15169864
16370,Address: 2584 San Jose Avenue,San FranciscoSales price: 635000Sales date: 09/20/2012Bedrooms: 0Square feet: 1062Lot size: 2500,2584 San Jose Ave,2,3,1579,09/20/2012,635000,37.716758,-122.450259,Ingleside,6,SingleFamily,1910,859363,799700,94112,15191947
16371,Address: 246 Corbett Avenue,San FranciscoSales price: 1189000Sales date: 09/20/2012Bedrooms: 3Square feet: 1300Lot size: 2491,246 Corbett Ave,2.5,3,1300,01/29/2014,573000,37.761512,-122.443959,Corona Heights,7,SingleFamily,1904,1443400,1449300,94114,15128356
16373,Address: 783 Page Street,San FranciscoSales price: 925000Sales date: 09/20/2012Bedrooms: 6Square feet: 3825Lot size: 2250,783 Page St,1,2,1299,09/20/2012,925000,37.772632,-122.433528,Hayes Valley,5,Condominium,1911,1254590,1202900,94117,123598094
16374,Address: 293 Edgewood Avenue,San FranciscoSales price: 1350000Sales date: 09/20/2012Bedrooms: 2Square feet: 1700Lot size: 2580,293 Edgewood Ave,2,2,1970,09/20/2012,1350000,37.760811,-122.455503,Parnassus - Ashbury,6,SingleFamily,1916,3659722,2111800,94117,15128036
16375,Address: 1021 Lake Street,San FranciscoSales price: 1435000Sales date: 09/20/2012Bedrooms: 0Square feet: 3373Lot size: 2495,1021-1025 Lake St,1,2,3373,05/30/2014,565000,37.786167,-122.470473,Lake,13,Condominium,1912,2700779,2202400,94118,15089907
16376,Address: 3543 Washington Street,San FranciscoSales price: 2400000Sales date: 09/20/2012Bedrooms: 4Square feet: 2761Lot size: 1307,3543 Washington St,2,4,2761,09/20/2012,2400000,37.789155,-122.451375,Presidio Heights,7,Condominium,1912,5030118,5244900,94118,15081743
16377,Address: 131 3rd Avenue,San FranciscoSales price: 2475000Sales date: 09/20/2012Bedrooms: 4Square feet: 2028Lot size: 3000,131 3rd Ave,3.5,3,3100,09/20/2012,2475000,37.786181,-122.461757,Lake,13,SingleFamily,1904,3768958,2202400,94118,15089561
16379,Address: 363 Marina Boulevard,San FranciscoSales price: 2550000Sales date: 09/20/2012Bedrooms: 0Square feet: 2580Lot size: 2922,363 Marina Blvd,2,3,2580,09/20/2012,2550000,37.805968,-122.438735,Marina,8,SingleFamily,1930,4754811,2157700,94123,15069668
16382,Address: 200 29th Street #3,San FranciscoSales price: 945000Sales date: 09/20/2012Bedrooms: 2Square feet: 1437Lot size: 10638,200 29th St UNIT 3,2.5,2,1437,09/20/2012,945000,37.744018,-122.424827,Noe Valley,5,Condominium,2004,1790814,1751900,94131,89238278
16383,Address: 194 Beverly Street,San FranciscoSales price: 720000Sales date: 09/20/2012Bedrooms: 0Square feet: 1500Lot size: 2199,194 Beverly St,2,3,1500,09/20/2012,720000,37.719438,-122.471506,Merced Heights,6,SingleFamily,1953,945847,883100,94132,15190005
16384,Address: 856 Green Street #5,San FranciscoSales price: 710000Sales date: 09/20/2012Bedrooms: 1Square feet: 710Lot size: 70999999,856-860 Green St 5,1,1,710,09/20/2012,710000,37.79926,-122.413295,Russian Hill,3,Condominium,1908,928825,1608800,94133,15065925
16391,Address: 250 King Street #1318,San FranciscoSales price: 760000Sales date: 09/19/2012Bedrooms: 2Square feet: 1208Lot size: 213232,250 King St UNIT 1318,2,2,1208,12/29/2011,740000,37.777645,-122.39343,South of Market,4,Condominium,2004,1244688,957300,94107,69819474
16393,Address: 1001 Pine Street #202,San FranciscoSales price: 605000Sales date: 09/19/2012Bedrooms: 0Square feet: 815Lot size: 18731,1001 Pine St APT 202,1,2,815,09/19/2012,605000,37.790348,-122.412568,Downtown,4,Condominium,1963,820314,795400,94109,15068803
16394,Address: 977 Guerrero Street,San FranciscoSales price: 1300000Sales date: 09/19/2012Bedrooms: 7Square feet: 4320Lot size: 2520,977 Guerrero St,1,2,1440,12/23/2015,2000000,37.755558,-122.422897,Mission,6,Condominium,1900,1654133,1167700,94110,119685912
16395,Address: 911 Elizabeth Street,San FranciscoSales price: 1149000Sales date: 09/19/2012Bedrooms: 2Square feet: 1290Lot size: 975,911 Elizabeth St,2,2,1290,09/19/2012,1149000,37.751538,-122.440999,Noe Valley,5,SingleFamily,1937,1297379,1751900,94114,15132229
16396,Address: 1345 Turk Street #108,San FranciscoSales price: 215000Sales date: 09/19/2012Bedrooms: 0Square feet: 0Lot size: 0,1345 Turk St APT 108,1,1,626,09/19/2012,215000,37.780553,-122.431234,Western Addition,3,Condominium,2012,710502,971300,94115,122245039
16397,Address: 2887 Bush Street #4,San FranciscoSales price: 440000Sales date: 09/19/2012Bedrooms: 0Square feet: 3598Lot size: 2421,2887 Bush St APT 3,1,1,570,11/06/2013,470000,37.785354,-122.444724,Lower Pacific Heights,2,Condominium,1910,2047383,1146900,94115,15083247
16399,Address: 2406 22nd Avenue,San FranciscoSales price: 600000Sales date: 09/19/2012Bedrooms: 4Square feet: 2482Lot size: 3998,2406 22nd Ave,2,4,2482,09/19/2012,600000,37.742677,-122.47856,Parkside,10,SingleFamily,1924,1581424,1094000,94116,15122624
16400,Address: 1950 22nd Avenue,San FranciscoSales price: 870000Sales date: 09/19/2012Bedrooms: 3Square feet: 1700Lot size: 3000,1950 22nd Ave,2,4,1700,09/19/2012,870000,37.751283,-122.47916,Parkside,7,SingleFamily,1940,1087329,1094000,94116,15114699
16402,Address: 1445 Cole Street,San FranciscoSales price: 1900000Sales date: 09/19/2012Bedrooms: 3Square feet: 1860Lot size: 2508,1445 Cole St,2,3,1860,09/19/2012,1900000,37.761023,-122.449286,Parnassus - Ashbury,5,SingleFamily,1913,2499104,2111800,94117,15088444
16403,Address: 1410 Jefferson Street,San FranciscoSales price: 1975000Sales date: 09/19/2012Bedrooms: 3Square feet: 2953Lot size: 1546,1410 Jefferson St,3,3,2953,09/19/2012,1975000,37.805793,-122.435923,Marina,9,SingleFamily,1931,4103312,2157700,94123,15069705
16405,Address: 1566 Innes Avenue,San FranciscoSales price: 425000Sales date: 09/19/2012Bedrooms: 0Square feet: 1050Lot size: 2500,1566 Innes Ave,1,2,1050,09/19/2012,425000,37.739267,-122.388033,Bayview,5,SingleFamily,1951,628335,719000,94124,15155759
16406,Address: 60 Juanita Way,San FranciscoSales price: 790000Sales date: 09/19/2012Bedrooms: 0Square feet: 1616Lot size: 2779,60 Juanita Way,2,3,1616,09/19/2012,790000,37.743965,-122.452961,Miraloma Park,6,SingleFamily,1936,1406437,1227600,94127,15133551
16408,Address: 939 Jackson Street #201,San FranciscoSales price: 780000Sales date: 09/19/2012Bedrooms: 2Square feet: 991Lot size: 5156,939 Jackson St APT 201,2,2,1087,09/19/2012,780000,37.795282,-122.410501,Nob Hill,4,MultiFamily2To4,2005,1789845,1440700,94133,69818880
16416,Address: 432 Ivy Street,San FranciscoSales price: 1200000Sales date: 09/18/2012Bedrooms: 0Square feet: 1119Lot size: 1307,432 Ivy St,2.5,3,1809,10/16/2012,1380000,37.777192,-122.425346,Hayes Valley,7,SingleFamily,1911,1581181,1202900,94102,15078376
16417,Address: 765 Market Street #36E,San FranciscoSales price: 1950000Sales date: 09/18/2012Bedrooms: 2Square feet: 1453Lot size: 60150,765 Market St APT 36E,2.5,2,1453,09/18/2012,1950000,37.78622,-122.40431,Yerba Buena,5,Condominium,2001,2718649,993200,94103,63197384
16423,Address: 3653 20th Street,San FranciscoSales price: 1010000Sales date: 09/18/2012Bedrooms: 3Square feet: 1346Lot size: 4792,3653 20th St,3,3,1346,09/18/2012,1010000,37.758187,-122.422417,Mission,7,Condominium,1900,1341977,1167700,94110,15145637
16424,Address: 201 Naples Street,San FranciscoSales price: 318000Sales date: 09/18/2012Bedrooms: 2Square feet: 1402Lot size: 2500,201 Naples St,2,2,1402,09/18/2012,318000,37.725295,-122.427499,Excelsior,5,SingleFamily,1907,794582,757400,94112,15169238
16425,Address: 26 Athens Street,San FranciscoSales price: 370500Sales date: 09/18/2012Bedrooms: 3Square feet: 1304Lot size: 2495,26 Athens St,3,5,1304,01/04/2013,570000,37.727767,-122.424142,Excelsior,8,MultiFamily2To4,1951,839363,757400,94112,15167657
16426,Address: 1392 Alemany Boulevard,San FranciscoSales price: 720000Sales date: 09/18/2012Bedrooms: 0Square feet: 1275Lot size: 2178,1392 Alemany Blvd,3,5,1855,09/18/2012,720000,37.729619,-122.434058,Mission Terrace,7,SingleFamily,1953,1098678,986000,94112,15186530
16427,Address: 560 Presidio Avenue #5,San FranciscoSales price: 692000Sales date: 09/18/2012Bedrooms: 1Square feet: 797Lot size: 2614,560 Presidio Ave APT 5,1,1,797,07/31/2013,686000,37.786518,-122.446431,Lower Pacific Heights,3,Condominium,1928,774758,1146900,94115,15082721
16428,Address: 1708 Baker Street,San FranciscoSales price: 1068000Sales date: 09/18/2012Bedrooms: 0Square feet: 1474Lot size: 1638,1708 Baker St,2,2,1610,09/18/2012,1068000,37.786996,-122.443401,Lower Pacific Heights,6,Condominium,1977,1512551,1146900,94115,64968910
16429,Address: 766 36th Avenue,San FranciscoSales price: 1100000Sales date: 09/18/2012Bedrooms: 0Square feet: 2812Lot size: 3598,766 36th Ave,3,4,2812,09/18/2012,1100000,37.774557,-122.495831,Outer Richmond,9,SingleFamily,1938,1994052,1187700,94121,15097135
16430,Address: 1405 11th Avenue,San FranciscoSales price: 783000Sales date: 09/18/2012Bedrooms: 2Square feet: 1350Lot size: 1869,1405 11th Ave,1.5,2,1350,12/18/2015,1050000,37.761886,-122.468482,Inner Sunset,5,Condominium,1936,1098966,1348400,94122,83153013
16431,Address: 1882 Green Street,San FranciscoSales price: 1600000Sales date: 09/18/2012Bedrooms: 3Square feet: 1800Lot size: 3049,1882 Green St,3,3,1910,09/18/2012,1600000,37.797055,-122.43009,Cow Hollow,6,Condominium,1895,2922964,2134300,94123,15072042
16433,Address: 2900 Jennings Street,San FranciscoSales price: 479000Sales date: 09/18/2012Bedrooms: 4Square feet: 2333Lot size: 1875,2900 Jennings St,3,4,2333,09/18/2012,479000,37.722027,-122.393473,Bayview,8,SingleFamily,1988,913959,719000,94124,15154509
16434,Address: 722 Joost Avenue,San FranciscoSales price: 420000Sales date: 09/18/2012Bedrooms: 0Square feet: 855Lot size: 2500,722 Joost Ave,1,2,855,05/17/2013,649000,37.732547,-122.451734,Westwood Highlands,5,SingleFamily,1905,960486,1393200,94127,15138374
16436,Address: 331 Detroit Street,San FranciscoSales price: 918000Sales date: 09/18/2012Bedrooms: 0Square feet: 2078Lot size: 2500,331 Detroit St,3,4,2078,09/18/2012,918000,37.73037,-122.444573,Sunnyside,6,SingleFamily,1908,1397911,1030800,94131,15139383
16443,Address: 181 Ofarrell Street #503,San FranciscoSales price: 780000Sales date: 09/17/2012Bedrooms: 1Square feet: 1531Lot size: 18882,181 Ofarrell St STE 503,1,1,1531,09/17/2012,780000,37.78619,-122.40763,Downtown,6,MultiFamily2To4,2006,1398494,795400,94102,82785275
16445,Address: 650 Delancey Street #111,San FranciscoSales price: 1150000Sales date: 09/17/2012Bedrooms: 0Square feet: 1554Lot size: 3485,650 Delancey St APT 111,2,2,1554,09/17/2012,1150000,37.782775,-122.389686,South Beach,3,Condominium,1996,1958433,1269100,94107,80747769
16446,Address: 165 Ripley Street,San FranciscoSales price: 785500Sales date: 09/17/2012Bedrooms: 2Square feet: 1225Lot size: 16117,165 Ripley St,1,2,1225,07/30/2015,1305000,37.744476,-122.411514,Bernal Heights,5,Condominium,1957,1298452,1214400,94110,53734677
16447,Address: 237 Collingwood Street,San FranciscoSales price: 451000Sales date: 09/17/2012Bedrooms: 0Square feet: 722Lot size: 3049,237 Collingwood St,1,1,722,10/15/2002,350000,37.758593,-122.435608,Eureka Valley - Dolores Heights - Castro,3,Condominium,1880,867711,1718500,94114,53153367
16448,Address: 631 24th Avenue,San FranciscoSales price: 867500Sales date: 09/17/2012Bedrooms: 0Square feet: 1025Lot size: 3000,631 24th Ave,1,2,1274,09/17/2012,867500,37.777546,-122.483806,Central Richmond,5,SingleFamily,1922,1341458,1480400,94121,15095511
16450,Address: 3311 Fillmore Street #204,San FranciscoSales price: 480000Sales date: 09/17/2012Bedrooms: 1Square feet: 550Lot size: 5227,3311 Fillmore St APT 204,1,1,550,09/17/2012,480000,37.800102,-122.436413,Marina,2,Condominium,1992,734113,2157700,94123,15070766
16454,Address: 188 Minna Street #37B,San FranciscoSales price: 2300000Sales date: 09/14/2012Bedrooms: 2Square feet: 1639Lot size: 33056,188 Minna St APT 37B,2,2,1639,09/14/2012,2300000,37.786289,-122.401374,Yerba Buena,5,SingleFamily,2005,3427014,993200,94105,69819208
16455,Address: 766 Harrison Street #409,San FranciscoSales price: 311000Sales date: 09/14/2012Bedrooms: 0Square feet: 279Lot size: 6880,766 Harrison St UNIT 409,1,0,292,09/14/2012,311000,37.78165,-122.399116,Yerba Buena,2,Condominium,2008,739114,993200,94107,111933349
16456,Address: 650 Delancey Street #408,San FranciscoSales price: 1095000Sales date: 09/14/2012Bedrooms: 0Square feet: 1456Lot size: 3485,650 Delancey St APT 408,2,2,1456,08/18/2014,1485000,37.782775,-122.389686,South Beach,3,Condominium,1996,1904720,1269100,94107,80737413
16459,Address: 1870 Jackson Street #303,San FranciscoSales price: 1385000Sales date: 09/14/2012Bedrooms: 3Square feet: 1800Lot size: 3049,1870 Jackson St APT 303,2.5,2,1800,09/14/2012,1385000,37.79386,-122.425865,Pacific Heights,6,Condominium,1931,2034719,1884400,94109,15073611
16460,Address: 1060 Francisco Street,San FranciscoSales price: 2250000Sales date: 09/14/2012Bedrooms: 2Square feet: 1836Lot size: 3485,1060 Francisco St,2,2,1836,09/14/2012,2250000,37.80379,-122.422645,Russian Hill,4,Condominium,1936,3157320,1608800,94109,15070499
16462,Address: 545 Peralta Avenue,San FranciscoSales price: 905000Sales date: 09/14/2012Bedrooms: 3Square feet: 1025Lot size: 1750,545 Peralta Ave,2,3,1025,09/14/2012,905000,37.743885,-122.408462,Bernal Heights,5,SingleFamily,1950,1481507,1214400,94110,15160781
16463,Address: 1270 Dolores Street,San FranciscoSales price: 1510000Sales date: 09/14/2012Bedrooms: 0Square feet: 0Lot size: 0,1270 Dolores St,3,3,2115,09/14/2012,1510000,37.749036,-122.425022,Eureka Valley - Dolores Heights - Castro,6,Condominium,2012,1756282,1718500,94110,119685359
